Date	Month	Day	Fish.ID	Liver.ID	Fillet.ID	Whole	Tank	Treatment	Sex	Length	Weight	Liver.Weight	God.Weight	HSI	GSI	Cortisol
6/3/2010	6	3	CN-26	CNf-T21.6-3	CNl-T21.6-3	NA	21	Control.Not.Fed	M	378	962	17.23	2.35	1.791060291	0.244282744	8.4
6/3/2010	6	3	CN-27	CNf-T21.6-3	CNl-T21.6-3	NA	21	Control.Not.Fed	F	370	777	10.24	16.65	1.317889318	2.142857143	15.2
6/3/2010	6	3	CN-28	CNf-T21.6-3	CNl-T21.6-3	NA	21	Control.Not.Fed	F	374	810	11.83	4.06	1.460493827	0.501234568	11.3
6/3/2010	6	3	CFw-T4-6-3	NA	NA	CFw-T4-6-3	4	Control.Fed	NA	395	1219	NA	NA	NA	NA	NA
6/3/2010	6	3	CF-26	CFf-T4-6-3	CFl-T4-6-3	NA	4	Control.Fed	M	425	1264	18.32	2.76	1.449367089	0.21835443	9.8
6/3/2010	6	3	CF-27	CFf-T4-6-3	CFl-T4-6-3	NA	4	Control.Fed	F	430	1203	17.21	78.08	1.430590191	6.490440565	8.5
6/3/2010	6	3	CF-28	CFf-T4-6-3	CFl-T4-6-3	NA	4	Control.Fed	F	403	1048	17.14	43.64	1.635496183	4.164122137	13.5
6/3/2010	6	3	PFw-T2.6-3	NA	NA	PFw-T2.6-3	2	PCB.Fed	NA	330	568	NA	NA	NA	NA	NA
6/3/2010	6	3	PF-26	PFf-T2.6-3	PFl-T2.6-3	NA	2	PCB.Fed	F	375	904	13.03	66.4	1.441371681	7.345132743	8.7
6/3/2010	6	3	PF-27	PFf-T2.6-3	PFl-T2.6-3	NA	2	PCB.Fed	F	345	751	13.78	46.82	1.834886818	6.234354194	6.5
6/3/2010	6	3	PF-28	PFf-T2.6-3	PFl-T2.6-3	NA	2	PCB.Fed	M	385	955	13.84	2.65	1.44921466	0.277486911	7.3
6/29/2010	6	29	PFw-T32.6-29	NA	NA	PFw-T32.6-29	32	PCB.Fed	NA	375	892	NA	NA	NA	NA	NA
